LSOA11CD,LSOA11NM,MSOA11CD,MSOA11NM,LAD11CD,LAD11NM,RGN11CD,RGN11NM,USUALRES,HHOLDRES,COMESTRES,POPDEN,HHOLDS,AVHHOLDSZ,length_m_s,road_densi,point_coun,node_densi
E01002013,Haringey 022A,E02000418,Haringey 022,E09000014,Haringey,E12000007,London,"1401","1401","0",115.9000,"595",2.4000,6250.000000,"51602",191.000000000000000,"1577"
E01002014,Haringey 020B,E02000416,Haringey 020,E09000014,Haringey,E12000007,London,"1719","1711","8",101.3000,"797",2.1000,8467.000000,"50602",268.000000000000000,"1602"
E01002015,Haringey 020C,E02000416,Haringey 020,E09000014,Haringey,E12000007,London,"1480","1480","0",122.4000,"668",2.2000,7021.000000,"58642",282.000000000000000,"2355"
E01002016,Haringey 028A,E02000424,Haringey 028,E09000014,Haringey,E12000007,London,"1959","1959","0",115.9000,"864",2.3000,4623.000000,"27034",71.000000000000000,"415"
E01002017,Haringey 028B,E02000424,Haringey 028,E09000014,Haringey,E12000007,London,"1809","1667","142",132.2000,"751",2.2000,7656.000000,"56218",256.000000000000000,"1880"
E01002018,Haringey 020D,E02000416,Haringey 020,E09000014,Haringey,E12000007,London,"1420","1420","0",116.9000,"602",2.4000,5940.000000,"49191",148.000000000000000,"1226"
E01002019,Haringey 022B,E02000418,Haringey 022,E09000014,Haringey,E12000007,London,"1309","1309","0",52.0000,"503",2.6000,11060.000000,"43974",646.000000000000000,"2568"
E01002020,Haringey 021A,E02000417,Haringey 021,E09000014,Haringey,E12000007,London,"1564","1564","0",53.4000,"706",2.2000,10834.000000,"37259",379.000000000000000,"1303"
E01002021,Haringey 022C,E02000418,Haringey 022,E09000014,Haringey,E12000007,London,"1479","1479","0",79.8000,"603",2.5000,7979.000000,"43177",150.000000000000000,"812"
E01002022,Haringey 021B,E02000417,Haringey 021,E09000014,Haringey,E12000007,London,"1921","1829","92",94.1000,"867",2.1000,9606.000000,"47644",215.000000000000000,"1066"
E01002023,Haringey 021C,E02000417,Haringey 021,E09000014,Haringey,E12000007,London,"1474","1474","0",90.3000,"609",2.4000,5649.000000,"34126",139.000000000000000,"840"
E01002024,Haringey 022D,E02000418,Haringey 022,E09000014,Haringey,E12000007,London,"1320","1320","0",85.2000,"534",2.5000,9257.000000,"58056",442.000000000000000,"2772"
E01002025,Haringey 021D,E02000417,Haringey 021,E09000014,Haringey,E12000007,London,"1717","1717","0",43.0000,"670",2.6000,9839.000000,"24468",261.000000000000000,"649"
E01002026,Haringey 016A,E02000412,Haringey 016,E09000014,Haringey,E12000007,London,"1619","1619","0",137.7000,"711",2.3000,8801.000000,"73841",324.000000000000000,"2718"
E01002027,Haringey 010A,E02000406,Haringey 010,E09000014,Haringey,E12000007,London,"1537","1537","0",139.3000,"552",2.8000,4786.000000,"43363",104.000000000000000,"942"
E01002028,Haringey 010B,E02000406,Haringey 010,E09000014,Haringey,E12000007,London,"1767","1767","0",147.4000,"645",2.7000,7185.000000,"59104",184.000000000000000,"1514"
E01002029,Haringey 016B,E02000412,Haringey 016,E09000014,Haringey,E12000007,London,"1725","1590","135",73.3000,"740",2.1000,21348.000000,"90522",1256.000000000000000,"5326"
E01002030,Haringey 016C,E02000412,Haringey 016,E09000014,Haringey,E12000007,London,"1640","1640","0",58.9000,"658",2.5000,12108.000000,"43260",663.000000000000000,"2369"
E01002031,Haringey 016D,E02000412,Haringey 016,E09000014,Haringey,E12000007,London,"1930","1911","19",137.6000,"764",2.5000,7953.000000,"56711",389.000000000000000,"2774"
E01002032,Haringey 010C,E02000406,Haringey 010,E09000014,Haringey,E12000007,London,"1813","1813","0",172.2000,"759",2.4000,6642.000000,"64344",112.000000000000000,"1085"
E01002033,Haringey 010D,E02000406,Haringey 010,E09000014,Haringey,E12000007,London,"1908","1908","0",155.6000,"709",2.7000,8331.000000,"67468",120.000000000000000,"972"
E01002034,Haringey 037A,E02006794,Haringey 037,E09000014,Haringey,E12000007,London,"1859","1858","1",65.8000,"811",2.3000,16659.000000,"59311",828.000000000000000,"2948"
E01002036,Haringey 002A,E02000398,Haringey 002,E09000014,Haringey,E12000007,London,"1619","1618","1",94.4000,"637",2.5000,8327.000000,"48841",242.000000000000000,"1419"
E01002037,Haringey 002B,E02000398,Haringey 002,E09000014,Haringey,E12000007,London,"1832","1728","104",23.0000,"697",2.5000,26346.000000,"33098",1185.000000000000000,"1489"
E01002038,Haringey 037B,E02006794,Haringey 037,E09000014,Haringey,E12000007,London,"1653","1653","0",119.1000,"692",2.4000,8367.000000,"58874",235.000000000000000,"1654"
E01002039,Haringey 002C,E02000398,Haringey 002,E09000014,Haringey,E12000007,London,"1610","1610","0",213.2000,"639",2.5000,7077.000000,"94603",374.000000000000000,"4999"
E01002040,Haringey 002D,E02000398,Haringey 002,E09000014,Haringey,E12000007,London,"2062","2043","19",139.2000,"740",2.8000,4642.000000,"31295",130.000000000000000,"876"
E01002041,Haringey 037C,E02006794,Haringey 037,E09000014,Haringey,E12000007,London,"1886","1877","9",148.3000,"736",2.6000,6342.000000,"50008",108.000000000000000,"852"
E01002042,Haringey 027A,E02000423,Haringey 027,E09000014,Haringey,E12000007,London,"1459","1416","43",60.4000,"541",2.6000,12122.000000,"50668",306.000000000000000,"1279"
E01002043,Haringey 026A,E02000422,Haringey 026,E09000014,Haringey,E12000007,London,"2020","2017","3",185.5000,"742",2.7000,6708.000000,"61277",173.000000000000000,"1580"
E01002044,Haringey 027B,E02000423,Haringey 027,E09000014,Haringey,E12000007,London,"1729","1722","7",193.2000,"693",2.5000,3655.000000,"41025",37.000000000000000,"415"
E01002045,Haringey 026B,E02000422,Haringey 026,E09000014,Haringey,E12000007,London,"2199","2199","0",157.9000,"803",2.7000,10953.000000,"81162",278.000000000000000,"2060"
E01002046,Haringey 026C,E02000422,Haringey 026,E09000014,Haringey,E12000007,London,"1725","1686","39",101.8000,"676",2.5000,8488.000000,"50048",300.000000000000000,"1769"
E01002047,Haringey 027C,E02000423,Haringey 027,E09000014,Haringey,E12000007,London,"1670","1651","19",164.4000,"592",2.8000,4355.000000,"42505",118.000000000000000,"1152"
E01002048,Haringey 027D,E02000423,Haringey 027,E09000014,Haringey,E12000007,London,"1955","1920","35",159.9000,"690",2.8000,5068.000000,"41436",152.000000000000000,"1243"
E01002049,Haringey 026D,E02000422,Haringey 026,E09000014,Haringey,E12000007,London,"1881","1881","0",150.6000,"705",2.7000,6166.000000,"48310",166.000000000000000,"1301"
E01002050,Haringey 029A,E02000425,Haringey 029,E09000014,Haringey,E12000007,London,"1895","1895","0",174.0000,"467",4.1000,4057.000000,"37006",53.000000000000000,"483"
E01002051,Haringey 029B,E02000425,Haringey 029,E09000014,Haringey,E12000007,London,"1683","1678","5",137.4000,"667",2.5000,5001.000000,"40199",101.000000000000000,"812"
E01002052,Haringey 029C,E02000425,Haringey 029,E09000014,Haringey,E12000007,London,"2020","2020","0",94.4000,"526",3.8000,11298.000000,"51668",309.000000000000000,"1413"
E01002053,Haringey 032A,E02000428,Haringey 032,E09000014,Haringey,E12000007,London,"1745","1737","8",121.9000,"663",2.6000,6138.000000,"42541",266.000000000000000,"1844"
E01002054,Haringey 032B,E02000428,Haringey 032,E09000014,Haringey,E12000007,London,"1732","1732","0",208.9000,"697",2.5000,5646.000000,"69269",153.000000000000000,"1877"
E01002055,Haringey 029D,E02000425,Haringey 029,E09000014,Haringey,E12000007,London,"1658","1658","0",173.4000,"456",3.6000,3591.000000,"38223",78.000000000000000,"830"
E01002056,Haringey 032C,E02000428,Haringey 032,E09000014,Haringey,E12000007,London,"1964","1964","0",92.6000,"841",2.3000,10841.000000,"51278",357.000000000000000,"1689"
E01002057,Haringey 032D,E02000428,Haringey 032,E09000014,Haringey,E12000007,London,"1581","1581","0",99.7000,"557",2.8000,9330.000000,"58776",224.000000000000000,"1411"
E01002058,Haringey 031D,E02000427,Haringey 031,E09000014,Haringey,E12000007,London,"1690","1690","0",109.4000,"681",2.5000,9322.000000,"59810",270.000000000000000,"1732"
E01002059,Haringey 028C,E02000424,Haringey 028,E09000014,Haringey,E12000007,London,"1671","1671","0",71.2000,"710",2.4000,6441.000000,"27515",172.000000000000000,"735"
E01002060,Haringey 028D,E02000424,Haringey 028,E09000014,Haringey,E12000007,London,"1759","1759","0",140.2000,"763",2.3000,4742.000000,"37737",98.000000000000000,"780"
E01002061,Haringey 036A,E02000432,Haringey 036,E09000014,Haringey,E12000007,London,"1687","1687","0",100.8000,"703",2.4000,6454.000000,"39062",272.000000000000000,"1646"
E01002062,Haringey 034D,E02000430,Haringey 034,E09000014,Haringey,E12000007,London,"1874","1874","0",94.4000,"855",2.2000,6831.000000,"34591",208.000000000000000,"1053"
E01002063,Haringey 036B,E02000432,Haringey 036,E09000014,Haringey,E12000007,London,"1587","1587","0",112.5000,"713",2.2000,6632.000000,"47917",209.000000000000000,"1510"
E01002064,Haringey 036C,E02000432,Haringey 036,E09000014,Haringey,E12000007,London,"1514","1514","0",162.3000,"648",2.3000,6128.000000,"65709",314.000000000000000,"3367"
E01002065,Haringey 036D,E02000432,Haringey 036,E09000014,Haringey,E12000007,London,"1666","1633","33",124.2000,"815",2.0000,4359.000000,"32040",155.000000000000000,"1139"
E01002066,Haringey 025A,E02000421,Haringey 025,E09000014,Haringey,E12000007,London,"1843","1843","0",93.6000,"781",2.4000,9050.000000,"46620",625.000000000000000,"3220"
E01002067,Haringey 024A,E02000420,Haringey 024,E09000014,Haringey,E12000007,London,"1694","1694","0",117.2000,"700",2.4000,6128.000000,"40923",212.000000000000000,"1416"
E01002068,Haringey 025B,E02000421,Haringey 025,E09000014,Haringey,E12000007,London,"1822","1822","0",61.3000,"739",2.5000,13245.000000,"44415",495.000000000000000,"1660"
E01002069,Haringey 024B,E02000420,Haringey 024,E09000014,Haringey,E12000007,London,"1937","1937","0",121.3000,"880",2.2000,8572.000000,"52028",361.000000000000000,"2191"
E01002070,Haringey 024C,E02000420,Haringey 024,E09000014,Haringey,E12000007,London,"2038","2032","6",126.0000,"789",2.6000,5802.000000,"35385",142.000000000000000,"866"
E01002071,Haringey 025C,E02000421,Haringey 025,E09000014,Haringey,E12000007,London,"1615","1615","0",149.8000,"675",2.4000,5602.000000,"51458",164.000000000000000,"1506"
E01002072,Haringey 025D,E02000421,Haringey 025,E09000014,Haringey,E12000007,London,"1868","1678","190",102.8000,"680",2.5000,8870.000000,"49985",320.000000000000000,"1803"
E01002073,Haringey 024D,E02000420,Haringey 024,E09000014,Haringey,E12000007,London,"1763","1762","1",158.8000,"681",2.6000,6726.000000,"60466",249.000000000000000,"2238"
E01002074,Haringey 012A,E02000408,Haringey 012,E09000014,Haringey,E12000007,London,"2122","2099","23",160.0000,"849",2.5000,6122.000000,"46781",133.000000000000000,"1016"
E01002075,Haringey 015A,E02000411,Haringey 015,E09000014,Haringey,E12000007,London,"1777","1775","2",47.6000,"595",3.0000,18332.000000,"49606",761.000000000000000,"2059"
E01002076,Haringey 015B,E02000411,Haringey 015,E09000014,Haringey,E12000007,London,"1888","1888","0",173.8000,"639",3.0000,5652.000000,"51661",132.000000000000000,"1207"
E01002077,Haringey 012B,E02000408,Haringey 012,E09000014,Haringey,E12000007,London,"2079","2079","0",147.2000,"686",3.0000,6744.000000,"46683",210.000000000000000,"1454"
E01002078,Haringey 015C,E02000411,Haringey 015,E09000014,Haringey,E12000007,London,"2194","2194","0",77.7000,"951",2.3000,18581.000000,"65795",673.000000000000000,"2383"
E01002079,Haringey 012C,E02000408,Haringey 012,E09000014,Haringey,E12000007,London,"1642","1630","12",156.4000,"539",3.0000,6312.000000,"61281",148.000000000000000,"1437"
E01002080,Haringey 015D,E02000411,Haringey 015,E09000014,Haringey,E12000007,London,"1593","1593","0",25.3000,"510",3.1000,31386.000000,"50198",1719.000000000000000,"2749"
E01002081,Haringey 012D,E02000408,Haringey 012,E09000014,Haringey,E12000007,London,"1769","1769","0",127.2000,"615",2.9000,7769.000000,"55868",420.000000000000000,"3020"
E01002082,Haringey 013A,E02000409,Haringey 013,E09000014,Haringey,E12000007,London,"1508","1508","0",78.4000,"568",2.7000,7336.000000,"37765",411.000000000000000,"2116"
E01002083,Haringey 019A,E02000415,Haringey 019,E09000014,Haringey,E12000007,London,"1440","1440","0",93.6000,"543",2.7000,7140.000000,"45666",248.000000000000000,"1586"
E01002084,Haringey 019B,E02000415,Haringey 019,E09000014,Haringey,E12000007,London,"1623","1617","6",53.1000,"619",2.6000,14284.000000,"47034",698.000000000000000,"2298"
E01002085,Haringey 019C,E02000415,Haringey 019,E09000014,Haringey,E12000007,London,"2168","2168","0",166.1000,"821",2.6000,4023.000000,"31067",155.000000000000000,"1197"
E01002086,Haringey 013B,E02000409,Haringey 013,E09000014,Haringey,E12000007,London,"1646","1589","57",67.2000,"605",2.6000,10331.000000,"42988",367.000000000000000,"1527"
E01002087,Haringey 019D,E02000415,Haringey 019,E09000014,Haringey,E12000007,London,"1614","1586","28",141.1000,"714",2.2000,4818.000000,"42732",156.000000000000000,"1384"
E01002088,Haringey 013C,E02000409,Haringey 013,E09000014,Haringey,E12000007,London,"1853","1853","0",88.0000,"688",2.7000,8358.000000,"39297",256.000000000000000,"1204"
E01002089,Haringey 013D,E02000409,Haringey 013,E09000014,Haringey,E12000007,London,"1520","1520","0",327.6000,"644",2.4000,3323.000000,"72178",170.000000000000000,"3693"
E01002090,Haringey 005A,E02000401,Haringey 005,E09000014,Haringey,E12000007,London,"1601","1601","0",70.9000,"531",3.0000,15640.000000,"68182",802.000000000000000,"3496"
E01002091,Haringey 006A,E02000402,Haringey 006,E09000014,Haringey,E12000007,London,"1802","1802","0",86.6000,"635",2.8000,10977.000000,"50859",402.000000000000000,"1863"
E01002092,Haringey 006B,E02000402,Haringey 006,E09000014,Haringey,E12000007,London,"1697","1697","0",82.2000,"689",2.5000,8832.000000,"43969",243.000000000000000,"1210"
E01002093,Haringey 005B,E02000401,Haringey 005,E09000014,Haringey,E12000007,London,"1795","1795","0",78.7000,"645",2.8000,14754.000000,"66028",760.000000000000000,"3401"
E01002094,Haringey 006C,E02000402,Haringey 006,E09000014,Haringey,E12000007,London,"1554","1554","0",61.5000,"541",2.9000,13200.000000,"52832",392.000000000000000,"1569"
E01002095,Haringey 006D,E02000402,Haringey 006,E09000014,Haringey,E12000007,London,"1644","1644","0",58.0000,"604",2.7000,19480.000000,"68128",724.000000000000000,"2532"
E01002096,Haringey 005C,E02000401,Haringey 005,E09000014,Haringey,E12000007,London,"1645","1645","0",89.3000,"583",2.8000,13774.000000,"74748",431.000000000000000,"2339"
E01002097,Haringey 005D,E02000401,Haringey 005,E09000014,Haringey,E12000007,London,"1693","1693","0",156.0000,"592",2.9000,10972.000000,"101775",168.000000000000000,"1558"
E01002098,Haringey 007A,E02000403,Haringey 007,E09000014,Haringey,E12000007,London,"1349","1349","0",68.9000,"604",2.2000,17598.000000,"89636",1291.000000000000000,"6576"
E01002099,Haringey 008A,E02000404,Haringey 008,E09000014,Haringey,E12000007,London,"2108","2108","0",133.2000,"813",2.6000,16719.000000,"105385",1212.000000000000000,"7640"
E01002100,Haringey 008B,E02000404,Haringey 008,E09000014,Haringey,E12000007,London,"1909","1909","0",135.0000,"680",2.8000,14739.000000,"104381",486.000000000000000,"3442"
E01002101,Haringey 007B,E02000403,Haringey 007,E09000014,Haringey,E12000007,London,"1916","1916","0",93.1000,"698",2.7000,9141.000000,"44871",193.000000000000000,"947"
E01002102,Haringey 007C,E02000403,Haringey 007,E09000014,Haringey,E12000007,London,"1882","1877","5",59.1000,"752",2.5000,16648.000000,"52257",739.000000000000000,"2320"
E01002103,Haringey 008C,E02000404,Haringey 008,E09000014,Haringey,E12000007,London,"1862","1856","6",108.4000,"646",2.9000,17881.000000,"103336",970.000000000000000,"5606"
E01002104,Haringey 008D,E02000404,Haringey 008,E09000014,Haringey,E12000007,London,"1436","1431","5",84.6000,"501",2.9000,9961.000000,"58381",315.000000000000000,"1846"
E01002105,Haringey 007D,E02000403,Haringey 007,E09000014,Haringey,E12000007,London,"2052","2052","0",156.5000,"861",2.4000,11111.000000,"89068",615.000000000000000,"4930"
E01002106,Harrow 008A,E02000440,Harrow 008,E09000015,Harrow,E12000007,London,"2027","1983","44",75.6000,"651",3.0000,9582.000000,"35757",219.000000000000000,"817"
E01002107,Harrow 012A,E02000444,Harrow 012,E09000015,Harrow,E12000007,London,"1774","1774","0",62.6000,"575",3.1000,10098.000000,"35694",174.000000000000000,"615"
E01002108,Harrow 008B,E02000440,Harrow 008,E09000015,Harrow,E12000007,London,"1819","1819","0",90.1000,"559",3.3000,6988.000000,"35072",81.000000000000000,"407"
E01002109,Harrow 008C,E02000440,Harrow 008,E09000015,Harrow,E12000007,London,"1789","1785","4",35.1000,"654",2.7000,11834.000000,"23298",342.000000000000000,"673"
E01002110,Harrow 008D,E02000440,Harrow 008,E09000015,Harrow,E12000007,London,"1762","1762","0",72.4000,"542",3.3000,9212.000000,"37457",250.000000000000000,"1017"
E01002111,Harrow 008E,E02000440,Harrow 008,E09000015,Harrow,E12000007,London,"2172","2169","3",79.7000,"681",3.2000,9341.000000,"33565",142.000000000000000,"510"
E01002112,Harrow 001A,E02000433,Harrow 001,E09000015,Harrow,E12000007,London,"1890","1890","0",24.1000,"697",2.7000,23375.000000,"30061",1046.000000000000000,"1345"
E01002113,Harrow 002A,E02000434,Harrow 002,E09000015,Harrow,E12000007,London,"1547","1547","0",25.1000,"599",2.6000,13264.000000,"21455",374.000000000000000,"605"
E01002114,Harrow 001B,E02000433,Harrow 001,E09000015,Harrow,E12000007,London,"1993","1990","3",6.9000,"986",2.0000,42805.000000,"14806",1684.000000000000000,"582"
E01002115,Harrow 002B,E02000434,Harrow 002,E09000015,Harrow,E12000007,London,"1509","1509","0",43.8000,"509",3.0000,11056.000000,"31784",336.000000000000000,"966"
E01002116,Harrow 002C,E02000434,Harrow 002,E09000015,Harrow,E12000007,London,"1668","1668","0",54.7000,"680",2.5000,10954.000000,"35843",266.000000000000000,"870"
E01002117,Harrow 002D,E02000434,Harrow 002,E09000015,Harrow,E12000007,London,"2105","2105","0",49.5000,"675",3.1000,11041.000000,"26049",329.000000000000000,"776"
E01002118,Harrow 002E,E02000434,Harrow 002,E09000015,Harrow,E12000007,London,"1759","1696","63",64.5000,"675",2.5000,10996.000000,"40563",303.000000000000000,"1118"
E01002119,Harrow 007A,E02000439,Harrow 007,E09000015,Harrow,E12000007,London,"1708","1708","0",73.1000,"568",3.0000,13038.000000,"54606",363.000000000000000,"1520"
E01002120,Harrow 007B,E02000439,Harrow 007,E09000015,Harrow,E12000007,London,"1296","1296","0",75.7000,"488",2.7000,4890.000000,"28484",134.000000000000000,"781"
E01002121,Harrow 007C,E02000439,Harrow 007,E09000015,Harrow,E12000007,London,"1761","1761","0",62.3000,"546",3.2000,8402.000000,"29919",140.000000000000000,"499"
E01002122,Harrow 007D,E02000439,Harrow 007,E09000015,Harrow,E12000007,London,"1706","1706","0",83.5000,"582",2.9000,7009.000000,"34613",109.000000000000000,"538"
E01002123,Harrow 007E,E02000439,Harrow 007,E09000015,Harrow,E12000007,London,"1735","1735","0",101.0000,"527",3.3000,7209.000000,"41810",137.000000000000000,"795"
E01002124,Harrow 010A,E02000442,Harrow 010,E09000015,Harrow,E12000007,London,"1769","1769","0",105.3000,"492",3.6000,6838.000000,"40386",136.000000000000000,"803"
E01002125,Harrow 010B,E02000442,Harrow 010,E09000015,Harrow,E12000007,London,"1678","1678","0",99.0000,"512",3.3000,7080.000000,"40854",145.000000000000000,"837"
E01002126,Harrow 023A,E02000455,Harrow 023,E09000015,Harrow,E12000007,London,"2781","2747","34",73.3000,"1203",2.3000,12071.000000,"31986",462.000000000000000,"1224"
E01002127,Harrow 023B,E02000455,Harrow 023,E09000015,Harrow,E12000007,London,"1687","1653","34",60.8000,"628",2.6000,5779.000000,"21259",219.000000000000000,"806"
E01002128,Harrow 020A,E02000452,Harrow 020,E09000015,Harrow,E12000007,London,"2025","1968","57",110.7000,"784",2.5000,6165.000000,"32832",284.000000000000000,"1512"
E01002129,Harrow 023C,E02000455,Harrow 023,E09000015,Harrow,E12000007,London,"2043","2026","17",49.8000,"889",2.3000,14933.000000,"36302",759.000000000000000,"1845"
E01002130,Harrow 020B,E02000452,Harrow 020,E09000015,Harrow,E12000007,London,"2260","2260","0",68.1000,"884",2.6000,10998.000000,"32975",444.000000000000000,"1331"
E01002131,Harrow 023D,E02000455,Harrow 023,E09000015,Harrow,E12000007,London,"1624","1624","0",98.8000,"586",2.8000,3612.000000,"22034",66.000000000000000,"403"
E01002132,Harrow 029A,E02000461,Harrow 029,E09000015,Harrow,E12000007,London,"2012","1962","50",49.6000,"828",2.4000,12070.000000,"30162",419.000000000000000,"1047"
E01002133,Harrow 027A,E02000459,Harrow 027,E09000015,Harrow,E12000007,London,"2031","2031","0",51.4000,"896",2.3000,7459.000000,"19054",227.000000000000000,"580"
E01002134,Harrow 029B,E02000461,Harrow 029,E09000015,Harrow,E12000007,London,"1462","1419","43",11.8000,"603",2.4000,21033.000000,"16899",720.000000000000000,"578"
E01002135,Harrow 029C,E02000461,Harrow 029,E09000015,Harrow,E12000007,London,"1765","1700","65",42.0000,"657",2.6000,12302.000000,"28946",402.000000000000000,"946"
E01002136,Harrow 027B,E02000459,Harrow 027,E09000015,Harrow,E12000007,London,"1741","1741","0",46.9000,"638",2.7000,10427.000000,"28167",340.000000000000000,"918"
E01002137,Harrow 029D,E02000461,Harrow 029,E09000015,Harrow,E12000007,London,"1708","985","723",28.8000,"468",2.1000,14887.000000,"24817",798.000000000000000,"1330"
E01002138,Harrow 027C,E02000459,Harrow 027,E09000015,Harrow,E12000007,London,"1551","1544","7",105.5000,"509",3.0000,5799.000000,"40681",199.000000000000000,"1396"
E01002139,Harrow 006A,E02000438,Harrow 006,E09000015,Harrow,E12000007,London,"1428","1426","2",61.5000,"498",2.9000,9066.000000,"38871",206.000000000000000,"883"
E01002140,Harrow 005A,E02000437,Harrow 005,E09000015,Harrow,E12000007,London,"1706","1702","4",68.2000,"607",2.8000,8495.000000,"33273",236.000000000000000,"924"
E01002141,Harrow 005B,E02000437,Harrow 005,E09000015,Harrow,E12000007,London,"1763","1753","10",61.5000,"680",2.6000,8785.000000,"30373",171.000000000000000,"591"
E01002142,Harrow 005C,E02000437,Harrow 005,E09000015,Harrow,E12000007,London,"1779","1779","0",48.7000,"635",2.8000,12510.000000,"34678",390.000000000000000,"1081"
E01002143,Harrow 005D,E02000437,Harrow 005,E09000015,Harrow,E12000007,London,"1571","1568","3",86.9000,"529",3.0000,6021.000000,"32884",80.000000000000000,"437"
E01002144,Harrow 004A,E02000436,Harrow 004,E09000015,Harrow,E12000007,London,"1571","1570","1",5.3000,"580",2.7000,36752.000000,"12422",1221.000000000000000,"413"
E01002145,Harrow 005E,E02000437,Harrow 005,E09000015,Harrow,E12000007,London,"1558","1496","62",49.6000,"631",2.4000,9477.000000,"29985",278.000000000000000,"880"
E01002146,Harrow 004B,E02000436,Harrow 004,E09000015,Harrow,E12000007,London,"1481","1481","0",17.6000,"519",2.9000,13206.000000,"15458",299.000000000000000,"350"
E01002147,Harrow 004C,E02000436,Harrow 004,E09000015,Harrow,E12000007,London,"1369","1309","60",21.9000,"502",2.6000,9782.000000,"15645",156.000000000000000,"250"
E01002148,Harrow 006B,E02000438,Harrow 006,E09000015,Harrow,E12000007,London,"1449","1449","0",43.2000,"491",3.0000,11412.000000,"34274",300.000000000000000,"901"
E01002149,Harrow 004D,E02000436,Harrow 004,E09000015,Harrow,E12000007,London,"1361","1361","0",46.2000,"479",2.8000,11699.000000,"40106",233.000000000000000,"799"
E01002150,Harrow 006C,E02000438,Harrow 006,E09000015,Harrow,E12000007,London,"1883","1843","40",45.4000,"839",2.2000,10973.000000,"26156",401.000000000000000,"956"
E01002151,Harrow 006D,E02000438,Harrow 006,E09000015,Harrow,E12000007,London,"1526","1479","47",50.1000,"524",2.8000,9154.000000,"30076",304.000000000000000,"999"
E01002152,Harrow 006E,E02000438,Harrow 006,E09000015,Harrow,E12000007,London,"1624","1624","0",35.0000,"638",2.5000,10811.000000,"23338",217.000000000000000,"468"
E01002153,Harrow 019A,E02000451,Harrow 019,E09000015,Harrow,E12000007,London,"1763","1757","6",60.5000,"616",2.9000,10292.000000,"35185",189.000000000000000,"646"
E01002154,Harrow 015A,E02000447,Harrow 015,E09000015,Harrow,E12000007,London,"2021","2021","0",15.4000,"728",2.8000,16709.000000,"12684",715.000000000000000,"543"
E01002155,Harrow 019B,E02000451,Harrow 019,E09000015,Harrow,E12000007,London,"1643","1630","13",22.0000,"641",2.5000,15309.000000,"20569",339.000000000000000,"455"
E01002156,Harrow 015B,E02000447,Harrow 015,E09000015,Harrow,E12000007,London,"1522","1516","6",39.9000,"501",3.0000,6998.000000,"18311",161.000000000000000,"421"
E01002157,Harrow 019C,E02000451,Harrow 019,E09000015,Harrow,E12000007,London,"1687","1687","0",64.0000,"593",2.8000,10525.000000,"39906",287.000000000000000,"1088"
E01002158,Harrow 019D,E02000451,Harrow 019,E09000015,Harrow,E12000007,London,"1457","1457","0",49.0000,"491",3.0000,6607.000000,"22514",99.000000000000000,"337"
E01002159,Harrow 021A,E02000453,Harrow 021,E09000015,Harrow,E12000007,London,"1860","1857","3",79.9000,"685",2.7000,8906.000000,"38357",127.000000000000000,"547"
E01002160,Harrow 021B,E02000453,Harrow 021,E09000015,Harrow,E12000007,London,"1967","1967","0",65.0000,"704",2.8000,8430.000000,"28342",344.000000000000000,"1157"
E01002161,Harrow 021C,E02000453,Harrow 021,E09000015,Harrow,E12000007,London,"2030","2029","1",86.1000,"728",2.8000,6385.000000,"26882",140.000000000000000,"589"
E01002162,Harrow 015C,E02000447,Harrow 015,E09000015,Harrow,E12000007,London,"1879","1879","0",102.7000,"687",2.7000,6054.000000,"33433",109.000000000000000,"602"
E01002163,Harrow 015D,E02000447,Harrow 015,E09000015,Harrow,E12000007,London,"1636","1636","0",66.7000,"537",3.0000,5206.000000,"21227",89.000000000000000,"363"
E01002164,Harrow 021D,E02000453,Harrow 021,E09000015,Harrow,E12000007,London,"1763","1753","10",67.0000,"683",2.6000,8558.000000,"32137",129.000000000000000,"484"
E01002165,Harrow 017A,E02000449,Harrow 017,E09000015,Harrow,E12000007,London,"1734","1734","0",84.2000,"528",3.3000,9480.000000,"45610",244.000000000000000,"1174"
E01002166,Harrow 017B,E02000449,Harrow 017,E09000015,Harrow,E12000007,London,"1663","1663","0",99.0000,"484",3.4000,7072.000000,"41573",71.000000000000000,"417"
E01002167,Harrow 017C,E02000449,Harrow 017,E09000015,Harrow,E12000007,London,"1629","1623","6",99.1000,"477",3.4000,6774.000000,"40578",93.000000000000000,"557"
E01002168,Harrow 017D,E02000449,Harrow 017,E09000015,Harrow,E12000007,London,"1492","1492","0",85.5000,"511",2.9000,6181.000000,"35692",95.000000000000000,"549"
E01002169,Harrow 017E,E02000449,Harrow 017,E09000015,Harrow,E12000007,London,"1619","1619","0",78.9000,"531",3.0000,6250.000000,"30485",169.000000000000000,"824"
E01002170,Harrow 033A,E02006882,Harrow 033,E09000015,Harrow,E12000007,London,"1324","1324","0",75.7000,"408",3.2000,4419.000000,"25790",56.000000000000000,"327"
E01002171,Harrow 033B,E02006882,Harrow 033,E09000015,Harrow,E12000007,London,"1677","1677","0",89.2000,"534",3.1000,7411.000000,"39573",132.000000000000000,"705"
E01002172,Harrow 033C,E02006882,Harrow 033,E09000015,Harrow,E12000007,London,"1579","1579","0",43.8000,"493",3.2000,7821.000000,"21293",225.000000000000000,"613"
E01002173,Harrow 033D,E02006882,Harrow 033,E09000015,Harrow,E12000007,London,"1742","1730","12",86.5000,"529",3.3000,6399.000000,"32036",66.000000000000000,"330"
